Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS1,,,,2019-04-22 15:45:37,2019-04-22 15:45:38,0.784s,PASSED
,,,,,,,
Test Cases/TC1,,,,2019-04-22 15:45:37,2019-04-22 15:45:38,0.440s,PASSED
println(GlobalVariable.URL=$GlobalVariable.URL),,,,2019-04-22 15:45:37,2019-04-22 15:45:37,0.138s,PASSED
comment(GlobalVariable.URL=$GlobalVariable.URL),,,,2019-04-22 15:45:37,2019-04-22 15:45:38,0.105s,PASSED
